James Peebles,physics,2019,for theoretical discoveries in physical cosmology
Michel Mayor,physics,2019,for the discovery of an exoplanet orbiting a solar-type star
Didier Queloz,physics,2019,for the discovery of an exoplanet orbiting a solar-type star
John B. Goodenough,chemistry,2019,for the development of lithium-ion batteries
M. Stanley Whittingham,chemistry,2019,for the development of lithium-ion batteries
Akira Yoshino,chemistry,2019,for the development of lithium-ion batteries
William G. Kaelin Jr,medicine,2019,for their discoveries of how cells sense and adapt to oxygen availability
Sir Peter J. Ratcliffe,medicine,2019,for their discoveries of how cells sense and adapt to oxygen availability
Gregg L. Semenza,medicine,2019,for their discoveries of how cells sense and adapt to oxygen availability
Peter Handke,literature,2019,for an influential work that with linguistic ingenuity has explored the periphery and the specificity of human experience
Abiy Ahmed Ali,peace,2019,"for his efforts to achieve peace and international cooperation, and in particular for his decisive initiative to resolve the border conflict with neighbouring Eritrea"
Abhijit Banerjee,economics,2019,for their experimental approach to alleviating global poverty
Esther Duflo,economics,2019,for their experimental approach to alleviating global poverty
Michael Kremer,economics,2019,for their experimental approach to alleviating global poverty
Arthur Ashkin,physics,2018,for the optical tweezers and their application to biological systems
Gérard Mourou,physics,2018,"for their method of generating high-intensity, ultra-short optical pulses"
Donna Strickland,physics,2018,"for their method of generating high-intensity, ultra-short optical pulses"
Frances H. Arnold,chemistry,2018,for the directed evolution of enzymes
George P. Smith,chemistry,2018,for the phage display of peptides and antibodies
Sir Gregory P. Winter,chemistry,2018,for the phage display of peptides and antibodies
James P. Allison,medicine,2018,for their discovery of cancer therapy by inhibition of negative immune regulation
Tasuku Honjo,medicine,2018,for their discovery of cancer therapy by inhibition of negative immune regulation
Olga Tokarczuk,literature,2018,for a narrative imagination that with encyclopedic passion represents the crossing of boundaries as a form of life
Denis Mukwege,peace,2018,for their efforts to end the use of sexual violence as a weapon of war and armed conflict
Nadia Murad,peace,2018,for their efforts to end the use of sexual violence as a weapon of war and armed conflict
William D. Nordhaus,economics,2018,for integrating climate change into long-run macroeconomic analysis
Paul M. Romer,economics,2018,for integrating technological innovations into long-run macroeconomic analysis
Rainer Weiss,physics,2017,for decisive contributions to the LIGO detector and the observation of gravitational waves
Barry C. Barish,physics,2017,for decisive contributions to the LIGO detector and the observation of gravitational waves
Kip S. Thorne,physics,2017,for decisive contributions to the LIGO detector and the observation of gravitational waves
Jacques Dubochet,chemistry,2017,for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution
Joachim Frank,chemistry,2017,for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution
Richard Henderson,chemistry,2017,for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution
Jeffrey C. Hall,medicine,2017,for their discoveries of molecular mechanisms controlling the circadian rhythm
Michael Rosbash,medicine,2017,for their discoveries of molecular mechanisms controlling the circadian rhythm
Michael W. Young,medicine,2017,for their discoveries of molecular mechanisms controlling the circadian rhythm
Kazuo Ishiguro,literature,2017,"who, in novels of great emotional force, has uncovered the abyss beneath our illusory sense of connection with the world"
International Campaign to Abolish Nuclear Weapons (ICAN) ,peace,2017,for its work to draw attention to the catastrophic humanitarian consequences of any use of nuclear weapons and for its ground-breaking efforts to achieve a treaty-based prohibition of such weapons
Richard H. Thaler,economics,2017,for his contributions to behavioural economics
David J. Thouless,physics,2016,for theoretical discoveries of topological phase transitions and topological phases of matter
F. Duncan M. Haldane,physics,2016,for theoretical discoveries of topological phase transitions and topological phases of matter
J. Michael Kosterlitz,physics,2016,for theoretical discoveries of topological phase transitions and topological phases of matter
Jean-Pierre Sauvage,chemistry,2016,for the design and synthesis of molecular machines
Sir J. Fraser Stoddart,chemistry,2016,for the design and synthesis of molecular machines
Bernard L. Feringa,chemistry,2016,for the design and synthesis of molecular machines
Yoshinori Ohsumi,medicine,2016,for his discoveries of mechanisms for autophagy
Bob Dylan,literature,2016,for having created new poetic expressions within the great American song tradition
Juan Manuel Santos,peace,2016,for his resolute efforts to bring the country’s more than 50-year-long civil war to an end
Oliver Hart,economics,2016,for their contributions to contract theory
Bengt Holmström,economics,2016,for their contributions to contract theory
Takaaki Kajita,physics,2015,"for the discovery of neutrino oscillations, which shows that neutrinos have mass"
Arthur B. McDonald,physics,2015,"for the discovery of neutrino oscillations, which shows that neutrinos have mass"
Tomas Lindahl,chemistry,2015,for mechanistic studies of DNA repair
Paul Modrich,chemistry,2015,for mechanistic studies of DNA repair
Aziz Sancar,chemistry,2015,for mechanistic studies of DNA repair
William C. Campbell,medicine,2015,for their discoveries concerning a novel therapy against infections caused by roundworm parasites
Satoshi Ōmura,medicine,2015,for their discoveries concerning a novel therapy against infections caused by roundworm parasites
Tu Youyou,medicine,2015,for her discoveries concerning a novel therapy against Malaria
Svetlana Alexievich,literature,2015,"for her polyphonic writings, a monument to suffering and courage in our time"
National Dialogue Quartet ,peace,2015,for its decisive contribution to the building of a pluralistic democracy in Tunisia in the wake of the Jasmine Revolution of 2011
Angus Deaton,economics,2015,"for his analysis of consumption, poverty, and welfare"
Isamu Akasaki,physics,2014,for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources
Hiroshi Amano,physics,2014,for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources
Shuji Nakamura,physics,2014,for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources
Eric Betzig,chemistry,2014,for the development of super-resolved fluorescence microscopy
Stefan W. Hell,chemistry,2014,for the development of super-resolved fluorescence microscopy
William E. Moerner,chemistry,2014,for the development of super-resolved fluorescence microscopy
John O’Keefe,medicine,2014,for their discoveries of cells that constitute a positioning system in the brain
May-Britt Moser,medicine,2014,for their discoveries of cells that constitute a positioning system in the brain
Edvard I. Moser,medicine,2014,for their discoveries of cells that constitute a positioning system in the brain
Patrick Modiano,literature,2014,for the art of memory with which he has evoked the most ungraspable human destinies and uncovered the life-world of the occupation
Kailash Satyarthi,peace,2014,for their struggle against the suppression of children and young people and for the right of all children to education
Malala Yousafzai,peace,2014,for their struggle against the suppression of children and young people and for the right of all children to education
Jean Tirole,economics,2014,for his analysis of market power and regulation
François Englert,physics,2013,"for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN’s Large Hadron Collider"
Peter W. Higgs,physics,2013,"for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN’s Large Hadron Collider"
Martin Karplus,chemistry,2013,for the development of multiscale models for complex chemical systems
Michael Levitt,chemistry,2013,for the development of multiscale models for complex chemical systems
Arieh Warshel,chemistry,2013,for the development of multiscale models for complex chemical systems
James E. Rothman,medicine,2013,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells"
Randy W. Schekman,medicine,2013,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells"
Thomas C. Südhof,medicine,2013,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells"
Alice Munro,literature,2013,master of the contemporary short story
Organisation for the Prohibition of Chemical Weapons (OPCW) ,peace,2013,for its extensive efforts to eliminate chemical weapons
Eugene F. Fama,economics,2013,for their empirical analysis of asset prices
Lars Peter Hansen,economics,2013,for their empirical analysis of asset prices
Robert J. Shiller,economics,2013,for their empirical analysis of asset prices
Serge Haroche,physics,2012,for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems
David J. Wineland,physics,2012,for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems
Robert J. Lefkowitz,chemistry,2012,for studies of G-protein-coupled receptors
Brian K. Kobilka,chemistry,2012,for studies of G-protein-coupled receptors
Sir John B. Gurdon,medicine,2012,for the discovery that mature cells can be reprogrammed to become pluripotent
Shinya Yamanaka,medicine,2012,for the discovery that mature cells can be reprogrammed to become pluripotent
Mo Yan,literature,2012,"who with hallucinatory realism merges folk tales, history and the contemporary"
European Union (EU) ,peace,2012,"for over six decades contributed to the advancement of peace and reconciliation, democracy and human rights in Europe"
Alvin E. Roth,economics,2012,for the theory of stable allocations and the practice of market design
Lloyd S. Shapley,economics,2012,for the theory of stable allocations and the practice of market design
Saul Perlmutter,physics,2011,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae
Brian P. Schmidt,physics,2011,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae
Adam G. Riess,physics,2011,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae
Dan Shechtman,chemistry,2011,for the discovery of quasicrystals
Bruce A. Beutler,medicine,2011,for their discoveries concerning the activation of innate immunity
Jules A. Hoffmann,medicine,2011,for their discoveries concerning the activation of innate immunity
Ralph M. Steinman,medicine,2011,for his discovery of the dendritic cell and its role in adaptive immunity
Tomas Tranströmer,literature,2011,"because, through his condensed, translucent images, he gives us fresh access to reality"
Ellen Johnson Sirleaf,peace,2011,for their non-violent struggle for the safety of women and for women’s rights to full participation in peace-building work
Leymah Gbowee,peace,2011,for their non-violent struggle for the safety of women and for women’s rights to full participation in peace-building work
Tawakkol Karman,peace,2011,for their non-violent struggle for the safety of women and for women’s rights to full participation in peace-building work
Thomas J. Sargent,economics,2011,for their empirical research on cause and effect in the macroeconomy
Christopher A. Sims,economics,2011,for their empirical research on cause and effect in the macroeconomy
Andre Geim,physics,2010,for groundbreaking experiments regarding the two-dimensional material graphene
Konstantin Novoselov,physics,2010,for groundbreaking experiments regarding the two-dimensional material graphene
Richard F. Heck,chemistry,2010,for palladium-catalyzed cross couplings in organic synthesis
Ei-ichi Negishi,chemistry,2010,for palladium-catalyzed cross couplings in organic synthesis
Akira Suzuki,chemistry,2010,for palladium-catalyzed cross couplings in organic synthesis
Robert G. Edwards,medicine,2010,for the development of in vitro fertilization
Mario Vargas Llosa,literature,2010,"for his cartography of structures of power and his trenchant images of the individual’s resistance, revolt, and defeat"
Liu Xiaobo,peace,2010,for his long and non-violent struggle for fundamental human rights in China
Peter A. Diamond,economics,2010,for their analysis of markets with search frictions
Dale T. Mortensen,economics,2010,for their analysis of markets with search frictions
Christopher A. Pissarides,economics,2010,for their analysis of markets with search frictions
Charles Kuen Kao,physics,2009,for groundbreaking achievements concerning the transmission of light in fibers for optical communication
Willard S. Boyle,physics,2009,for the invention of an imaging semiconductor circuit – the CCD sensor
George E. Smith,physics,2009,for the invention of an imaging semiconductor circuit – the CCD sensor
Venkatraman Ramakrishnan,chemistry,2009,for studies of the structure and function of the ribosome
Thomas A. Steitz,chemistry,2009,for studies of the structure and function of the ribosome
Ada E. Yonath,chemistry,2009,for studies of the structure and function of the ribosome
Elizabeth H. Blackburn,medicine,2009,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase
Carol W. Greider,medicine,2009,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase
Jack W. Szostak,medicine,2009,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase
Herta Müller,literature,2009,"who, with the concentration of poetry and the frankness of prose, depicts the landscape of the dispossessed"
Barack H. Obama,peace,2009,for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples
Elinor Ostrom,economics,2009,"for her analysis of economic governance, especially the commons"
Oliver E. Williamson,economics,2009,"for his analysis of economic governance, especially the boundaries of the firm"
Yoichiro Nambu,physics,2008,for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics
Makoto Kobayashi,physics,2008,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature
Toshihide Maskawa,physics,2008,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature
Osamu Shimomura,chemistry,2008,"for the discovery and development of the green fluorescent protein, GFP"
Martin Chalfie,chemistry,2008,"for the discovery and development of the green fluorescent protein, GFP"
Roger Y. Tsien,chemistry,2008,"for the discovery and development of the green fluorescent protein, GFP"
Harald zur Hausen,medicine,2008,for his discovery of human papilloma viruses causing cervical cancer
Françoise Barré-Sinoussi,medicine,2008,for their discovery of human immunodeficiency virus
Luc Montagnier,medicine,2008,for their discovery of human immunodeficiency virus
Jean-Marie Gustave Le Clézio,literature,2008,"author of new departures, poetic adventure and sensual ecstasy, explorer of a humanity beyond and below the reigning civilization"
Martti Ahtisaari,peace,2008,"for his important efforts, on several continents and over more than three decades, to resolve international conflicts"
Paul Krugman,economics,2008,for his analysis of trade patterns and location of economic activity
Albert Fert,physics,2007,for the discovery of Giant Magnetoresistance
Peter Grünberg,physics,2007,for the discovery of Giant Magnetoresistance
Gerhard Ertl,chemistry,2007,for his studies of chemical processes on solid surfaces
Mario R. Capecchi,medicine,2007,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells
Sir Martin J. Evans,medicine,2007,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells
Oliver Smithies,medicine,2007,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells
Doris Lessing,literature,2007,"that epicist of the female experience, who with scepticism, fire and visionary power has subjected a divided civilisation to scrutiny"
Intergovernmental Panel on Climate Change (IPCC) ,peace,2007,"for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change"
Albert Arnold (Al) Gore Jr.,peace,2007,"for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change"
Leonid Hurwicz,economics,2007,for having laid the foundations of mechanism design theory
Eric S. Maskin,economics,2007,for having laid the foundations of mechanism design theory
Roger B. Myerson,economics,2007,for having laid the foundations of mechanism design theory
John C. Mather,physics,2006,for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation
George F. Smoot,physics,2006,for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation
Roger D. Kornberg,chemistry,2006,for his studies of the molecular basis of eukaryotic transcription
Andrew Z. Fire,medicine,2006,for their discovery of RNA interference – gene silencing by double-stranded RNA
Craig C. Mello,medicine,2006,for their discovery of RNA interference – gene silencing by double-stranded RNA
Orhan Pamuk,literature,2006,who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures
Muhammad Yunus,peace,2006,for their efforts to create economic and social development from below
Grameen Bank ,peace,2006,for their efforts to create economic and social development from below
Edmund S. Phelps,economics,2006,for his analysis of intertemporal tradeoffs in macroeconomic policy
Roy J. Glauber,physics,2005,for his contribution to the quantum theory of optical coherence
John L. Hall,physics,2005,"for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique"
Theodor W. Hänsch,physics,2005,"for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique"
Yves Chauvin,chemistry,2005,for the development of the metathesis method in organic synthesis
Robert H. Grubbs,chemistry,2005,for the development of the metathesis method in organic synthesis
Richard R. Schrock,chemistry,2005,for the development of the metathesis method in organic synthesis
Barry J. Marshall,medicine,2005,for their discovery of the bacterium Helicobacter pylori and its role in gastritis and peptic ulcer disease
J. Robin Warren,medicine,2005,for their discovery of the bacterium Helicobacter pylori and its role in gastritis and peptic ulcer disease
Harold Pinter,literature,2005,who in his plays uncovers the precipice under everyday prattle and forces entry into oppression’s closed rooms
International Atomic Energy Agency (IAEA) ,peace,2005,for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way
Mohamed ElBaradei,peace,2005,for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way
Robert J. Aumann,economics,2005,for having enhanced our understanding of conflict and cooperation through game-theory analysis
Thomas C. Schelling,economics,2005,for having enhanced our understanding of conflict and cooperation through game-theory analysis
David J. Gross,physics,2004,for the discovery of asymptotic freedom in the theory of the strong interaction
H. David Politzer,physics,2004,for the discovery of asymptotic freedom in the theory of the strong interaction
Frank Wilczek,physics,2004,for the discovery of asymptotic freedom in the theory of the strong interaction
Aaron Ciechanover,chemistry,2004,for the discovery of ubiquitin-mediated protein degradation
Avram Hershko,chemistry,2004,for the discovery of ubiquitin-mediated protein degradation
Irwin Rose,chemistry,2004,for the discovery of ubiquitin-mediated protein degradation
Richard Axel,medicine,2004,for their discoveries of odorant receptors and the organization of the olfactory system
Linda B. Buck,medicine,2004,for their discoveries of odorant receptors and the organization of the olfactory system
Elfriede Jelinek,literature,2004,for her musical flow of voices and counter-voices in novels and plays that with extraordinary linguistic zeal reveal the absurdity of society’s clichés and their subjugating power
Wangari Muta Maathai,peace,2004,"for her contribution to sustainable development, democracy and peace"
Finn E. Kydland,economics,2004,for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles
Edward C. Prescott,economics,2004,for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles
Alexei A. Abrikosov,physics,2003,for pioneering contributions to the theory of superconductors and superfluids
Vitaly L. Ginzburg,physics,2003,for pioneering contributions to the theory of superconductors and superfluids
Anthony J. Leggett,physics,2003,for pioneering contributions to the theory of superconductors and superfluids
Peter Agre,chemistry,2003,for the discovery of water channels
Roderick MacKinnon,chemistry,2003,for structural and mechanistic studies of ion channels
Paul C. Lauterbur,medicine,2003,for their discoveries concerning magnetic resonance imaging
Sir Peter Mansfield,medicine,2003,for their discoveries concerning magnetic resonance imaging
John M. Coetzee,literature,2003,who in innumerable guises portrays the surprising involvement of the outsider
Shirin Ebadi,peace,2003,for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children
Robert F. Engle III,economics,2003,for methods of analyzing economic time series with time-varying volatility (ARCH)
Clive W.J. Granger,economics,2003,for methods of analyzing economic time series with common trends (cointegration)
Raymond Davis Jr.,physics,2002,"for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos"
Masatoshi Koshiba,physics,2002,"for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos"
Riccardo Giacconi,physics,2002,"for pioneering contributions to astrophysics, which have led to the discovery of cosmic X-ray sources"
John B. Fenn,chemistry,2002,for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules
Koichi Tanaka,chemistry,2002,for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules
Kurt Wüthrich,chemistry,2002,for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution
Sydney Brenner,medicine,2002,for their discoveries concerning genetic regulation of organ development and programmed cell death'
H. Robert Horvitz,medicine,2002,for their discoveries concerning genetic regulation of organ development and programmed cell death'
John E. Sulston,medicine,2002,for their discoveries concerning genetic regulation of organ development and programmed cell death'
Imre Kertész,literature,2002,for writing that upholds the fragile experience of the individual against the barbaric arbitrariness of history
Jimmy Carter,peace,2002,"for his decades of untiring effort to find peaceful solutions to international conflicts, to advance democracy and human rights, and to promote economic and social development"
Daniel Kahneman,economics,2002,"for having integrated insights from psychological research into economic science, especially concerning human judgment and decision-making under uncertainty"
Vernon L. Smith,economics,2002,"for having established laboratory experiments as a tool in empirical economic analysis, especially in the study of alternative market mechanisms"
Eric A. Cornell,physics,2001,"for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates"
Wolfgang Ketterle,physics,2001,"for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates"
Carl E. Wieman,physics,2001,"for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates"
William S. Knowles,chemistry,2001,for their work on chirally catalysed hydrogenation reactions
Ryoji Noyori,chemistry,2001,for their work on chirally catalysed hydrogenation reactions
K. Barry Sharpless,chemistry,2001,for his work on chirally catalysed oxidation reactions
Leland H. Hartwell,medicine,2001,for their discoveries of key regulators of the cell cycle
Tim Hunt,medicine,2001,for their discoveries of key regulators of the cell cycle
Sir Paul M. Nurse,medicine,2001,for their discoveries of key regulators of the cell cycle
Sir Vidiadhar Surajprasad Naipaul,literature,2001,for having united perceptive narrative and incorruptible scrutiny in works that compel us to see the presence of suppressed histories
United Nations (U.N.) ,peace,2001,for their work for a better organized and more peaceful world
Kofi Annan,peace,2001,for their work for a better organized and more peaceful world
George A. Akerlof,economics,2001,for their analyses of markets with asymmetric information
A. Michael Spence,economics,2001,for their analyses of markets with asymmetric information
Joseph E. Stiglitz,economics,2001,for their analyses of markets with asymmetric information
Zhores I. Alferov,physics,2000,for developing semiconductor heterostructures used in high-speed- and opto-electronics
Herbert Kroemer,physics,2000,for developing semiconductor heterostructures used in high-speed- and opto-electronics
Jack S. Kilby,physics,2000,for his part in the invention of the integrated circuit
Alan J. Heeger,chemistry,2000,for the discovery and development of conductive polymers
Alan G. MacDiarmid,chemistry,2000,for the discovery and development of conductive polymers
Hideki Shirakawa,chemistry,2000,for the discovery and development of conductive polymers
Arvid Carlsson,medicine,2000,for their discoveries concerning signal transduction in the nervous system
Paul Greengard,medicine,2000,for their discoveries concerning signal transduction in the nervous system
Eric R. Kandel,medicine,2000,for their discoveries concerning signal transduction in the nervous system
Gao Xingjian,literature,2000,"for an æuvre of universal validity, bitter insights and linguistic ingenuity, which has opened new paths for the Chinese novel and drama"
Kim Dae-jung,peace,2000,"for his work for democracy and human rights in South Korea and in East Asia in general, and for peace and reconciliation with North Korea in particular"
James J. Heckman,economics,2000,for his development of theory and methods for analyzing selective samples
Daniel L. McFadden,economics,2000,for his development of theory and methods for analyzing discrete choice
Gerardus ‘t Hooft,physics,1999,for elucidating the quantum structure of electroweak interactions in physics
Martinus J.G. Veltman,physics,1999,for elucidating the quantum structure of electroweak interactions in physics
Ahmed H. Zewail,chemistry,1999,for his studies of the transition states of chemical reactions using femtosecond spectroscopy
Günter Blobel,medicine,1999,for the discovery that proteins have intrinsic signals that govern their transport and localization in the cell
Günter Grass,literature,1999,whose frolicsome black fables portray the forgotten face of history
Médecins Sans Frontières ,peace,1999,in recognition of the organization’s pioneering humanitarian work on several continents
Robert A. Mundell,economics,1999,for his analysis of monetary and fiscal policy under different exchange rate regimes and his analysis of optimum currency areas
Robert B. Laughlin,physics,1998,for their discovery of a new form of quantum fluid with fractionally charged excitations
Horst L. Störmer,physics,1998,for their discovery of a new form of quantum fluid with fractionally charged excitations
Daniel C. Tsui,physics,1998,for their discovery of a new form of quantum fluid with fractionally charged excitations
Walter Kohn,chemistry,1998,for his development of the density-functional theory
John A. Pople,chemistry,1998,for his development of computational methods in quantum chemistry
Robert F. Furchgott,medicine,1998,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system
Louis J. Ignarro,medicine,1998,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system
Ferid Murad,medicine,1998,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system
José Saramago,literature,1998,"who with parables sustained by imagination, compassion and irony continually enables us once again to apprehend an elusory reality"
John Hume,peace,1998,for their efforts to find a peaceful solution to the conflict in Northern Ireland
David Trimble,peace,1998,for their efforts to find a peaceful solution to the conflict in Northern Ireland
Amartya Sen,economics,1998,for his contributions to welfare economics
Steven Chu,physics,1997,for development of methods to cool and trap atoms with laser light
Claude Cohen-Tannoudji,physics,1997,for development of methods to cool and trap atoms with laser light
William D. Phillips,physics,1997,for development of methods to cool and trap atoms with laser light
Paul D. Boyer,chemistry,1997,for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP)
John E. Walker,chemistry,1997,for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP)
Jens C. Skou,chemistry,1997,"for the first discovery of an ion-transporting enzyme, Na+, K+ -ATPase"
Stanley B. Prusiner,medicine,1997,for his discovery of Prions – a new biological principle of infection
Dario Fo,literature,1997,who emulates the jesters of the Middle Ages in scourging authority and upholding the dignity of the downtrodden
International Campaign to Ban Landmines (ICBL) ,peace,1997,for their work for the banning and clearing of anti-personnel mines
Jody Williams,peace,1997,for their work for the banning and clearing of anti-personnel mines
Robert C. Merton,economics,1997,for a new method to determine the value of derivatives
Myron S. Scholes,economics,1997,for a new method to determine the value of derivatives
David M. Lee,physics,1996,for their discovery of superfluidity in helium-3
Douglas D. Osheroff,physics,1996,for their discovery of superfluidity in helium-3
Robert C. Richardson,physics,1996,for their discovery of superfluidity in helium-3
Robert F. Curl Jr.,chemistry,1996,for their discovery of fullerenes
Sir Harold W. Kroto,chemistry,1996,for their discovery of fullerenes
Richard E. Smalley,chemistry,1996,for their discovery of fullerenes
Peter C. Doherty,medicine,1996,for their discoveries concerning the specificity of the cell mediated immune defence
Rolf M. Zinkernagel,medicine,1996,for their discoveries concerning the specificity of the cell mediated immune defence
Wislawa Szymborska,literature,1996,for poetry that with ironic precision allows the historical and biological context to come to light in fragments of human reality
Carlos Filipe Ximenes Belo,peace,1996,for their work towards a just and peaceful solution to the conflict in East Timor
José Ramos-Horta,peace,1996,for their work towards a just and peaceful solution to the conflict in East Timor
James A. Mirrlees,economics,1996,for their fundamental contributions to the economic theory of incentives under asymmetric information
William Vickrey,economics,1996,for their fundamental contributions to the economic theory of incentives under asymmetric information
Martin L. Perl,physics,1995,for the discovery of the tau lepton
Frederick Reines,physics,1995,for the detection of the neutrino
Paul J. Crutzen,chemistry,1995,"for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone"
Mario J. Molina,chemistry,1995,"for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone"
F. Sherwood Rowland,chemistry,1995,"for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone"
Edward B. Lewis,medicine,1995,for their discoveries concerning the genetic control of early embryonic development
Christiane Nüsslein-Volhard,medicine,1995,for their discoveries concerning the genetic control of early embryonic development
Eric F. Wieschaus,medicine,1995,for their discoveries concerning the genetic control of early embryonic development
Seamus Heaney,literature,1995,"for works of lyrical beauty and ethical depth, which exalt everyday miracles and the living past"
Joseph Rotblat,peace,1995,"for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms"
